label,healthLabels,ingredientLines,calories,totalTime,Energy,Fat,Saturated,Carbs,Proteina
Crabby Avocado Soup,"['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['For the guacamole:', '3 medium scallions, white and tender green parts only', '2 medium garlic cloves, unpeeled', '1 jalapeño, seeded and quartered lengthwise', '1 tablespoon vegetable oil', '3 Hass avocados, halved and pitted', '1/4 cup finely chopped cilantro leaves', '2 tablespoons fresh lime juice', 'Salt and freshly ground pepper', 'For the soup:', '1 cup cold buttermilk', '3/4 cup bottled clam juice', '1/2 cup ice water', '1 tablespoon fresh lime juice', 'Salt and pepper', 'Jumbo lump crab meat', 'Crème fraîche, fried tortilla strips, and finely chopped chives (optional)']",1291.248912,0.0,1291.248912,105.02371311999998,15.216465504000002,78.25941239999999,33.92646568
"Pumpkin, Coconut And Rum Soup","['Peanut-Free', 'Tree-Nut-Free']","['2 tsp Vegetable Oil', '2 medium yellow onions,peeled and chopped', '2 x cloves garlic,peeled and chopped', '1 bunch scallions/spring onions,white and pale green parts only, sliced', '2 lb pumpkin flesh, peeled and cut into 2-inch cubes (you can substitute any flavorful winter squash such as butternut, kabocha, hubbard, etc)', '2 x large carrots, peeled and thickly sliced', '1 x Scotch Bonnet Pepper, *carefully* stemmed and chopped (wear something on your hands!), or a few dashes scotch bonnet/habanero hot sauce (optional)', '6 cup Chicken or vegetable stock', '1 can Coconut Milk', 'salt and freshly-ground black pepper', '2 tbsp sugar (optional, you might find your squash makes the soup sweet enough)', '1/3 cup dark rum, or more to taste', 'additional sliced scallions or chives, for garnish']",2258.3469782666666,0.0,2258.3469782666666,119.68014849533336,85.91426571313335,219.130504166,65.76080503
Buttermilk Soup With Strawberries and Biscotti,"['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['For the biscotti:', '¾ cups all-purpose flour', '1 teaspoon baking powder', '¼ cup superfine sugar', '1 tablespoon grated lemon zest', '9 tablespoons chilled butter, diced', '½ beaten egg', '¼ cup whole milk', 'For the soup:', '1 vanilla bean', '3 egg yolks', '6 tablespoons superfine sugar', '2 tablespoons grated lemon zest', 'Juice of ½ lemon', '6 cups buttermilk', '1 pound of strawberries']",2756.4445584,172.0,2756.4445584,133.76741711,79.6044293555,326.695659016,74.092683879
French Onion Soup,"['Peanut-Free', 'Tree-Nut-Free']","['2 lb medium onions, halved lengthwise, then thinly sliced lengthwise', '3 sprigs fresh thyme', '2 Turkish bay leaves or 1 California', '3/4 teaspoon salt', '1/2 stick (1/4 cup) unsalted butter', '2 teaspoons all-purpose flour', '3/4 cup dry white wine', '4 cups reduced-sodium beef broth (32 fl oz)', '1 1/2 cups water', '1/2 teaspoon black pepper', '6 (1/2-inch-thick) diagonal slices of baguette', '1 (1/2-lb) piece Gruyère, Comte, or Emmental', '2 tablespoons finely grated Parmigiano-Reggiano', 'Special equipment: 6 (8- to 10-oz) flameproof soup crocks or ramekins; a cheese plane']",6964.259673383333,0.0,6964.259673383333,172.38221563566668,87.03584297651668,1042.7231571486666,301.9776207218333
Sabbath Soup,"['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['1 bay leaf', '2 ribs celery , including leafy tops', '2 pounds chicken pieces', '1 small leek , cleaned and left whole', '1 cup very fine noodles (soup noodles )', 'Salt and freshly ground pepper , to taste', '10 cups cold water', '½ pound carrots , sliced', '2 tablespoons chopped fresh dill or Italian parsley', 'My Mother’s Matzo Balls', '1 whole onion , peeled']",2326.26426671525,0.0,2326.26426671525,139.798767532465,39.928092717878,80.56907400261251,180.6172920298225
Mexican Chicken Tortilla Soup,"['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['3 teaspoons vegetable oil', '2 garlic cloves, minced', '1 tablespoon tomato paste', '1 cup diced tomatoes with liquid (from a 15-ounce can)', '4 teaspoons chili powder', 'Chicken soup base (10 cups broth and 4 cups shredded chicken)', 'Coarse salt and ground pepper', '3 corn tortillas, cut into thin strips', '1/2 avocado, thinly sliced', '2 ounces cotija cheese, crumbled (1/3 cup)', '1/4 cup fresh cilantro leaves', '1 scallion, thinly sliced', 'Lime wedges, for serving']",1785.6925589999998,100.0,1785.6925589999998,91.77318733999998,28.843510794666667,155.01442721666672,92.03743384333335
Jazzed-Up Tomato Soup,"['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['4 cups prepared tomato soup (from can or jar)', '1/2 cup prepared salsa', '12 cup tortilla strips or chips, divided', '4 tablespoon sour cream', '2 teaspoons sliced scallions']",4007.6733333333336,10.0,4007.6733333333336,173.25291666666666,26.304813333333332,560.7346333333332,58.57265
Vegetarian Matzo Ball Soup,"['Peanut-Free', 'Tree-Nut-Free']","['For the matzo balls:', '2 cups matzo meal (I prefer to buy unsalted crackers and pulse in the food processor)', '1/4 teaspoon baking soda', ""1 teaspoon truffle salt (if you don't have truffle salt, it's okay, just use regular)"", '4 eggs', '2 tablespoons melted butter (you could use shmaltz, if you are not vegetarian)', '1/4 cup seltzer water', 'For the soup:', '3 tablespoons olive oil', '1 onion, roughly diced', '4 small carrots or 2 large, roughly chopped', '3 celery stalks, roughly chopped', '1/2 cup sherry or white wine', '2 quarts Imagine ""No Chicken"" broth or homemade vegetable stock', '4 cloves garlic, minced', '2 bay leaves', '1 teaspoon dried dill', 'Fresh dill for garnish']",2168.944,0.0,2168.944,105.48536,32.186552,202.83647999999997,86.39717
Cold Beet Yogurt Soup,"['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['FOR THE ICE CUBES:', '3 tbsp. fresh dill, finely minced', '1 tbsp. lemon juice', '⅛ tsp. salt', 'FOR THE SOUP:', '1 lb. beets, cooked, chilled, and peeled', '1 ¼ cup plain yogurt', '¼ cup fresh dill', '4 tbsp. lemon juice', '½ tsp. salt']",402.0839691,0.0,402.0839691,11.017952029,6.576204939900001,63.252675572,18.563097157000005
Soy Bean Soup Recipe,"['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['1 T Butter', '1 t Sesame Oil', '2 T Shallots, finely minced', '1/2 T Garlic (2 cloves), crushed', '1 1/2 T Ginger (2"" knob), finely grated or crushed', 'optional- 2 pieces Bacon, diced', '1 pkg Soy Beans (16oz)', '3 c Chicken or Vegetable Broth (add more for a lighter, more liquidy soup)', '1 1/2 T Soy Sauce', 'fresh cracked pepper and thinly sliced green onion for finish & garnish']",841.4134498049903,0.0,841.4134498049903,53.17194945475683,10.835743228802993,44.71568972355155,55.30964336257506
Miso Soup Recipe,"['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['4 cup Water', '1 1/2 tsp instant dashi granules', '1/2 cup miso paste', '1 tbsp dried seaweed - for miso soup, soaked in water', '1/2 cup cubed tofu', '2 tbsp chopped green onion']",366.83,0.0,366.83,13.599728124999999,2.6721259375,39.40644999999999,26.777306250000002
Cleansing Ginger-Chicken Soup,"['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['1 onion, sliced', '2 celery stalks, chopped', '8 ounces unpeeled scrubbed ginger, cut into 1/2""-thick slices Read More http://www.bonappetit.com/recipes/2012/01/cleansing-ginger-chicken-soup#ixzz1wL2JvTkt', '2 garlic cloves, crushed', '10 whole black peppercorns', 'Kosher salt', 'Cilantro leaves (optional)']",260.706948,0.0,260.706948,2.0897713875000004,0.5935962555500002,58.254782074500014,6.747990567000001
Homemade Chicken Noodle Soup,"['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['One 3 1/2-pound chicken, cut into parts—breast, thighs, backs, wings and neck (if available)', '5 carrots (2 carrots scrubbed clean, but not peeled, cut into 2 inch chunks for the stock, 3 carrots peeled and cut into 1/4-inch rounds for the soup)', '5 ribs of celery (2 ribs cut into 2 inch pieces for the stock, 3 ribs cut into 1/4-inch thick slices for the soup), including celery tops for the stock', '1 onion, quartered (for stock, peel on is okay)', '3 cloves of garlic, peel on, cut in half', '2 to 3 sprigs of fresh thyme (or a teaspoon of dried)', '1 bunch of parsley', '5 whole peppercorns', 'Salt', '8 to 12 ounces of  egg noodles (depending on how noodle-y you want your soup)', 'Freshly ground black pepper']",3682.4742312926624,0.0,3682.4742312926624,177.31052716372724,50.37400876026619,263.39539427948563,250.26184075623212
Old Cucumber and Pork Soup,"['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['1 pound pork soup bones, cut up into 2-inch pieces', '12 ounces old cucumber (about half of a large old cucumber)', '1 ear of corn', '4 ounces carrot (1 medium size)', '1/4 ounce tangerine peel', '1 inch length of ginger, unpeeled', '5 quarts water, separated', '2 teaspoons salt', '1/2 teaspoon ground white pepper']",1140.5620115078125,90.0,1140.5620115078125,58.835404034812505,20.1341194802875,57.84825473006251,97.40910961371873
Garlic Soup for One,"['Sugar-Conscious', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['2 cups water', '1 plump garlic clove, minced, put through a press or pureed (more to taste)', 'Pinch of thyme', 'Salt to taste', '1 teaspoon extra virgin olive oil', '3 tablespoons soup pasta or a small handful of fusilli', '1/4 to 1/2 cup green vegetable, such as fresh or frozen peas, broccoli florets (broken into small pieces), diced or sliced zucchini or chopped greens (spinach, kale, chard)', '1 egg', 'Freshly ground pepper', '2 to 3 teaspoons chopped flat-leaf parsley (optional)', '1 tablespoon freshly grated parmesan']",246.38520758749996,283.0,246.38520758749996,12.71731529775,4.3892253743000005,19.014613251875,14.212703365375
Chicken Soup and Two Variations,"['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['2 litres chicken stock', '1 litre water', '1 rotisserie cooked chicken', '30g unsalted butter', '2 large onions, thinly sliced', '3 medium carrots, thinly sliced', '3 medium stalks celery, thinly sliced', '1 teaspoon thyme leaves', '2 cloves garlic, peeled and sliced', 'Salt and pepper', 'Additional ingredients – chicken soup with rice', '140g rice, uncooked', '500ml broth', 'Chopped flat leaf parsley to garnish', 'Additional ingredients – chili chicken soup with beans', '30g chili powder', '10g ground cumin', '1 jalapeno pepper, seeded and finely chopped', '800g tinned tomatoes, diced', '450g frozen sweet corn', '1 medium tin white beans, rinsed and drained', '1 medium tin black beans, rinsed and drained', 'Fresh cilantro and sour cream to garnish']",4199.388013228821,55.0,4199.388013228821,99.0271037898989,34.31157920657494,607.7544406795292,248.04736819656617
Vegetable Kale Soup,"['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['2 kale leaves, chopped', '1/6 oz. can of tomato paste', '2 cup organic veggie broth (low sodium)', '3 carrots, chopped', '4 cup water (approx, I didn’t measure anything)', '1/2 cup lentil soup mix from Bulk Barn (low sodium)', '1/3 red onion, chopped', '1 whole sweet onion, chopped', 'pinch of saffron', 'Italian Seasoning', 'salt to taste (if preferred)']",365.0902050304102,0.0,365.0902050304102,3.7221475706191334,0.8805041702783851,74.5764430971906,12.572504427661148
